WELL_OWNER_ID,WELL_ID,OWNER_POST_CODE,OWNER_COUNTRY,OWNER_PROVINCE,OWNER_CITY,OCCUPANT_POST_CODE,OCCUPANT_CITY,CREATE_TIMESTAMP
1180611,552,T4P 1E6,Canada,Alberta,Red Deer,null,null,2011-10-20T10:38:47.710Z
1180613,553,T0C 1S0,Canada,Alberta,Lacombe,null,null,2011-10-20T10:38:47.710Z
1180615,554,T0M 0G0,Canada,Alberta,Beiseker,null,null,2011-10-20T10:38:47.710Z
1180617,555,null,null,null,null,null,null,2011-10-20T10:38:47.710Z
1180619,1155,T1P 1K5,Canada,Alberta,Strathmore,null,null,2011-10-20T10:38:47.710Z
1180621,1158,T0L 0W0,Canada,Alberta,Carbon,null,null,2011-10-20T10:38:47.710Z
1180623,1154,T0M 0G0,Canada,Alberta,Beiseker,null,null,2011-10-20T10:38:47.710Z
1180625,8410,T0M 0G0,Canada,Alberta,Beiseker,null,null,2011-10-20T10:38:47.710Z
1180627,556,T3A 4H4,Canada,Alberta,Calgary,null,null,2011-10-20T10:38:47.710Z
1180629,557,T1P 1H8,Canada,Alberta,Strathmore,null,null,2011-10-20T10:38:47.710Z
1180631,1160,T0M 0G0,Canada,Alberta,Beiseker,null,null,2011-10-20T10:38:47.710Z
1180633,558,T0M 1B0,Canada,Alberta,Irricana,null,null,2011-10-20T10:38:47.710Z
1180635,559,T0M 2A0,Canada,Alberta,Three Hills,null,null,2011-10-20T10:38:47.710Z
1180637,560,T0M 0Y0,Canada,Alberta,Elnora,null,null,2011-10-20T10:38:47.710Z
1180639,561,T0M 0Y0,Canada,Alberta,Elnora,null,null,2011-10-20T10:38:47.710Z
1180641,562,T0M 2C0,Canada,Alberta,Trochu,null,null,2011-10-20T10:38:47.710Z
1180643,2478,T0M 2A0,Canada,Alberta,Three Hills,null,null,2011-10-20T10:38:47.710Z
1180645,563,T0M 0W0,Canada,Alberta,Didsbury,null,null,2011-10-20T10:38:47.710Z
1180647,95,T0M 0W0,Canada,Alberta,Didsbury,null,null,2011-10-20T10:38:47.710Z
1180649,96,T0M 2A0,Canada,Alberta,Three Hills,null,null,2011-10-20T10:38:47.710Z
1180651,97,T0M 2A0,Canada,Alberta,Three Hills,null,null,2011-10-20T10:38:47.710Z
1180653,98,T0M 2A0,Canada,Alberta,Three Hills,null,null,2011-10-20T10:38:47.710Z
1180655,99,T0M 2A0,Canada,Alberta,Three Hills,null,null,2011-10-20T10:38:47.710Z
1180661,3112,T0M 1S0,Canada,Alberta,Pine Lake,null,null,2011-10-20T10:38:47.710Z
1180663,3113,T0M 0Y0,Canada,Alberta,Elnora,null,null,2011-10-20T10:38:47.710Z
1180665,9634,T0M 0Y0,Canada,Alberta,Elnora,null,null,2011-10-20T10:38:47.710Z
1180671,3114,T0M 2A0,Canada,Alberta,Three Hills,null,null,2011-10-20T10:38:47.710Z
1180673,3115,T0M 2A0,Canada,Alberta,Three Hills,null,null,2011-10-20T10:38:47.710Z
1180675,3116,T0M 2A0,Canada,Alberta,Three Hills,null,null,2011-10-20T10:38:47.710Z
1180677,3117,T0M 2A0,Canada,Alberta,Three Hills,null,null,2011-10-20T10:38:47.710Z
1180681,3118,T0M 2A0,Canada,Alberta,Three Hills,null,null,2011-10-20T10:38:47.710Z
1180683,9635,T0M 2A0,Canada,Alberta,Three Hills,null,null,2011-10-20T10:38:47.710Z
1180685,3119,T0M 0Y0,Canada,Alberta,Elnora,null,null,2011-10-20T10:38:47.710Z
1180687,3120,T0M 2A0,Canada,Alberta,Three Hills,null,null,2011-10-20T10:38:47.710Z
1180689,8001,T0M 2A0,Canada,Alberta,Three Hills,null,null,2011-10-20T10:38:47.710Z
1180691,9029,T0M 1J0,Canada,Alberta,Linden,null,null,2011-10-20T10:38:47.710Z
1180693,3121,T4G 2A0,Canada,Alberta,Three Hills,null,null,2011-10-20T10:38:47.710Z
1180695,3122,T0M 2A0,Canada,Alberta,Three Hills,null,null,2011-10-20T10:38:47.710Z
1180697,3123,T0M 2A0,Canada,Alberta,Three Hills,null,null,2011-10-20T10:38:47.710Z
1180699,3124,T0M 2C0,Canada,Alberta,Trochu,null,null,2011-10-20T10:38:47.710Z
1180701,3125,T0M 2A0,Canada,Alberta,Three Hills,null,null,2011-10-20T10:38:47.710Z
1180703,9636,T0M 2A0,Canada,Alberta,Three Hills,null,null,2011-10-20T10:38:47.710Z
1180705,3126,T0M 2C0,Canada,Alberta,null,null,null,2011-10-20T10:38:47.710Z
1180707,3127,T0M 0Y0,Canada,Alberta,Elnora,null,null,2011-10-20T10:38:47.710Z
1180711,258,T0C 0B0,Canada,Alberta,Alix,null,null,2011-10-20T10:38:47.710Z
1180713,259,T9A 1X2,Canada,Alberta,Wetaskiwin,null,null,2011-10-20T10:38:47.710Z
1180715,260,T9A 1X2,Canada,Alberta,Wetaskiwin,null,null,2011-10-20T10:38:47.710Z
1180717,261,T9A 1X2,Canada,Alberta,Wetaskiwin,null,null,2011-10-20T10:38:47.710Z
1180719,262,T0H 1B0,Canada,Alberta,Debolt,null,null,2011-10-20T10:38:47.710Z
1180721,263,T0H 1B0,Canada,Alberta,Debolt,null,null,2011-10-20T10:38:47.710Z
1180723,3020,T0H 1B0,Canada,Alberta,Debolt,null,null,2011-10-20T10:38:47.710Z
1180725,8623,T4V 2M9,Canada,Alberta,Camrose,null,null,2011-10-20T10:38:47.710Z
1180727,3021,T4R 2H9,Canada,Alberta,Red Deer,null,null,2011-10-20T10:38:47.710Z
1180729,3022,T0M 2A0,Canada,Alberta,Three Hills,null,null,2011-10-20T10:38:47.710Z
1180731,3023,T4N 5E2,Canada,Alberta,Red Deer,null,null,2011-10-20T10:38:47.710Z
1180733,3024,T0B 1H0,Canada,Alberta,Donalda,null,null,2011-10-20T10:38:47.710Z
1180735,3025,T0C 2L0,Canada,Alberta,Stettler,null,null,2011-10-20T10:38:47.710Z
1180737,9627,T0M 0Y0,Canada,Alberta,Elnora,null,null,2011-10-20T10:38:47.710Z
1180739,3026,T0M 0Y0,Canada,Alberta,Elnora,null,null,2011-10-20T10:38:47.710Z
1180741,3027,T0C 2L0,Canada,Alberta,Stettler,null,null,2011-10-20T10:38:47.710Z
1180743,3028,T0B 0H0,Canada,Alberta,Bashaw,null,null,2011-10-20T10:38:47.710Z
1180745,3029,T0B 0H0,Canada,Alberta,Bashaw,null,null,2011-10-20T10:38:47.710Z
1180747,3030,T0B 1H0,Canada,Alberta,Donalda,null,null,2011-10-20T10:38:47.710Z
1180749,3031,T0C 0R0,Canada,Alberta,Alix,null,null,2011-10-20T10:38:47.710Z
1180751,3032,T0C 1G0,Canada,Alberta,Erskine,null,null,2011-10-20T10:38:47.710Z
1180753,9628,T0M 1K0,Canada,Alberta,Lousana,null,null,2011-10-20T10:38:47.710Z
1180755,3033,T0B 0H0,Canada,Alberta,Bashaw,null,null,2011-10-20T10:38:47.710Z
1180757,3034,T0M 1J0,Canada,Alberta,Linden,null,null,2011-10-20T10:38:47.710Z
1180759,3035,T0M 1J0,Canada,Alberta,Linden,null,null,2011-10-20T10:38:47.710Z
1180761,3036,T4N 5E2,Canada,Alberta,Red Deer,null,null,2011-10-20T10:38:47.710Z
1180763,9508,T9X 2B3,Canada,Alberta,Vermilion,null,null,2011-10-20T10:38:47.710Z
1180765,3037,T0B 3C0,Canada,Alberta,Mirror,null,null,2011-10-20T10:38:47.710Z
1180767,3038,T0C 1G0,Canada,Alberta,Erskine,null,null,2011-10-20T10:38:47.710Z
1180769,3039,T0B 1H0,Canada,Alberta,Donalda,null,null,2011-10-20T10:38:47.710Z
1180771,8619,T0B 1H0,Canada,Alberta,Donalda,null,null,2011-10-20T10:38:47.710Z
1180773,3040,T0C 2L0,Canada,Alberta,Stettler,null,null,2011-10-20T10:38:47.710Z
1180775,3041,T0B 0H0,Canada,Alberta,Bashaw,null,null,2011-10-20T10:38:47.710Z
1180777,3042,T0C 2N0,Canada,Alberta,Tees,null,null,2011-10-20T10:38:47.710Z
1180779,3043,T0B 0H0,Canada,Alberta,Bashaw,null,null,2011-10-20T10:38:47.710Z
1180781,3044,T0B 0H0,Canada,Alberta,Bashaw,null,null,2011-10-20T10:38:47.710Z
1180783,3045,T0A 1A0,Canada,Alberta,Elk Point,null,null,2011-10-20T10:38:47.710Z
1180785,3046,T0A 1A0,Canada,Alberta,Elk Point,null,null,2011-10-20T10:38:47.710Z
1180789,3048,T0M 0N0,Canada,Alberta,Carstairs,null,null,2011-10-20T10:38:47.710Z
1180791,3049,T0A 3A0,Canada,Alberta,St. Paul,null,null,2011-10-20T10:38:47.710Z
1180793,3050,T0M 0K0,Canada,Alberta,Bowden,null,null,2011-10-20T10:38:47.710Z
1180795,3051,T0A 2E0,Canada,Alberta,Lacorey,null,null,2011-10-20T10:38:47.710Z
1180797,3052,T0C 0B0,Canada,Alberta,Alix,null,null,2011-10-20T10:38:47.710Z
1180799,2791,T0M 0Y0,Canada,Alberta,Elnora,null,null,2011-10-20T10:38:47.710Z
1180801,3053,T4R 2H4,Canada,Alberta,Red Deer,null,null,2011-10-20T10:38:47.710Z
1180803,8613,T0B 3C0,Canada,Alberta,Mirror,null,null,2011-10-20T10:38:47.710Z
1180805,3054,T4J 1R3,Canada,Alberta,Ponoka,null,null,2011-10-20T10:38:47.710Z
1180807,8611,T0B 0H0,Canada,Alberta,Bashaw,null,null,2011-10-20T10:38:47.710Z
1180809,3055,T0B 0H0,Canada,Alberta,Bashaw,null,null,2011-10-20T10:38:47.710Z
1180811,3056,T4L 2N2,Canada,Alberta,Lacombe,null,null,2011-10-20T10:38:47.710Z
1180813,3057,T0M 1Y0,Canada,Alberta,Swalwell,null,null,2011-10-20T10:38:47.710Z
1180815,3058,T0M 1Y0,Canada,Alberta,Swalwell,null,null,2011-10-20T10:38:47.710Z
1180817,3059,T0C 2N0,Canada,Alberta,Tees,null,null,2011-10-20T10:38:47.710Z
1180819,3060,T0B 0H0,Canada,Alberta,Bashaw,null,null,2011-10-20T10:38:47.710Z
1180821,3062,T0B 0H0,Canada,Alberta,Bashaw,null,null,2011-10-20T10:38:47.710Z
1180823,3063,T0B 0H0,Canada,Alberta,Bashaw,null,null,2011-10-20T10:38:47.710Z
1180825,9629,T0B 0H0,Canada,Alberta,Bashaw,null,null,2011-10-20T10:38:47.710Z
1180827,3064,T0C 0Y0,Canada,Alberta,Clive,null,null,2011-10-20T10:38:47.710Z
1180831,67,T0B 3K0,Canada,Alberta,Myrnam,null,null,2011-10-20T10:38:47.710Z
1180833,68,T3A 0V9,Canada,Alberta,Calgary,null,null,2011-10-20T10:38:47.710Z
1180835,69,T0L 1R0,Canada,Alberta,Nanton,null,null,2011-10-20T10:38:47.710Z
1180839,71,T4N 6T3,Canada,Alberta,Red Deer,null,null,2011-10-20T10:38:47.710Z
1180841,73,T0M 1J0,Canada,Alberta,Linden,null,null,2011-10-20T10:38:47.710Z
1180843,74,T4G 1T9,Canada,Alberta,Innisfail,null,null,2011-10-20T10:38:47.710Z
1180845,75,T0M 0N0,Canada,Alberta,Carstairs,null,null,2011-10-20T10:38:47.710Z
1180849,2805,T0M 0N0,Canada,Alberta,Carstairs,null,null,2011-10-20T10:38:47.710Z
1180851,8731,T0M 0W0,Canada,Alberta,Didsbury,null,null,2011-10-20T10:38:47.710Z
1180853,77,T0M 0W0,Canada,Alberta,Didsbury,null,null,2011-10-20T10:38:47.710Z
1180855,78,T0C 2L0,Canada,Alberta,Stettler,null,null,2011-10-20T10:38:47.710Z
1180857,79,T0C 2L0,Canada,Alberta,Stettler,null,null,2011-10-20T10:38:47.710Z
1180859,80,T0c 2l),Canada,Alberta,Stettler,null,null,2011-10-20T10:38:47.710Z
1180861,81,T0M 0Y0,Canada,Alberta,Elnora,null,null,2011-10-20T10:38:47.710Z
1180863,82,T2M 4L5,Canada,Alberta,Calgary,null,null,2011-10-20T10:38:47.710Z
1180865,8266,T2P 1J2,Canada,Alberta,Calgary,null,null,2011-10-20T10:38:47.710Z
1180867,83,T0M 0Y0,Canada,Alberta,Elnora,null,null,2011-10-20T10:38:47.710Z
1180869,84,T0C 1G0,Canada,Alberta,Erskine,null,null,2011-10-20T10:38:47.710Z
1180871,85,T0C 2L0,Canada,Alberta,Stettler,null,null,2011-10-20T10:38:47.710Z
1180873,86,T0C 2L0,Canada,Alberta,Stettler,null,null,2011-10-20T10:38:47.710Z
1180875,87,T0C 2L0,Canada,Alberta,Stettler,null,null,2011-10-20T10:38:47.710Z
1180877,88,T0J 0G0,Canada,Alberta,Big Valley,null,null,2011-10-20T10:38:47.710Z
1180879,89,T0M 1K0,Canada,Alberta,Lousana,null,null,2011-10-20T10:38:47.710Z
1180881,8267,T0M 1K0,Canada,Alberta,Lousana,null,null,2011-10-20T10:38:47.710Z
1180883,90,T0M 1K0,Canada,Alberta,Lousana,null,null,2011-10-20T10:38:47.710Z
1180885,91,T0C 2L0,Canada,Alberta,Stettler,null,null,2011-10-20T10:38:47.710Z
1180887,92,T0M 0Y0,Canada,Alberta,Swalwell,null,null,2011-10-20T10:38:47.710Z
1180889,2833,T4G 1T9,Canada,Alberta,Innisfail,null,null,2011-10-20T10:38:47.710Z
1180893,2784,T0C 2N0,Canada,Alberta,Tees,null,null,2011-10-20T10:38:47.710Z
1180895,94,T0B 3L0,Canada,Alberta,Mirror,null,null,2011-10-20T10:38:47.710Z
1180897,8616,T4G 1T9,Canada,Alberta,Innisfail,null,null,2011-10-20T10:38:47.710Z
1180899,8268,T4H 1T8,Canada,Alberta,Olds,null,null,2011-10-20T10:38:47.710Z
1180901,137,T0M 1P0,Canada,Alberta,Olds,null,null,2011-10-20T10:38:47.710Z
1180903,138,T4H 1P2,Canada,Alberta,Olds,null,null,2011-10-20T10:38:47.710Z
1180905,139,T0M 1K0,Canada,Alberta,Lousana,null,null,2011-10-20T10:38:47.710Z
1180909,140,T0M 1K0,Canada,Alberta,Lousana,null,null,2011-10-20T10:38:47.710Z
1180911,141,T0M 1K0,Canada,Alberta,Lousana,null,null,2011-10-20T10:38:47.710Z
1180913,142,T0M 1K0,Canada,Alberta,Lousana,null,null,2011-10-20T10:38:47.710Z
1180915,143,T0M 1K0,Canada,Alberta,Lousana,null,null,2011-10-20T10:38:47.710Z
1180917,144,T0M 1K0,Canada,Alberta,Lousana,null,null,2011-10-20T10:38:47.710Z
1180919,145,T0M 1K0,Canada,Alberta,Lousana,null,null,2011-10-20T10:38:47.710Z
1180921,146,T0M 1K0,Canada,Alberta,Lousana,null,null,2011-10-20T10:38:47.710Z
1180925,148,T0M 1K0,Canada,Alberta,Lousana,null,null,2011-10-20T10:38:47.710Z
1180927,2785,T4G 1T9,Canada,Alberta,Innisfail,null,null,2011-10-20T10:38:47.710Z
1180929,149,T4G 1T9,Canada,Alberta,Innisfail,null,null,2011-10-20T10:38:47.710Z
1180931,150,T0M 0V0,Canada,Alberta,Delburne,null,null,2011-10-20T10:38:47.710Z
1180933,151,T4H 1P4,Canada,Alberta,Olds,null,null,2011-10-20T10:38:47.710Z
1180935,152,T0M 1P0,Canada,Alberta,Olds,null,null,2011-10-20T10:38:47.710Z
1180937,153,T0M 0K0,Canada,Alberta,Bowden,null,null,2011-10-20T10:38:47.710Z
1180939,2786,T4H 1K4,Canada,Alberta,Olds,null,null,2011-10-20T10:38:47.710Z
1180941,154,T0M 0K0,Canada,Alberta,Bowden,null,null,2011-10-20T10:38:47.710Z
1180943,155,T0H 1B0,Canada,Alberta,Debolt,null,null,2011-10-20T10:38:47.710Z
1180947,157,T7E 1V9,Canada,Alberta,Edson,null,null,2011-10-20T10:38:47.710Z
1180951,2806,T4T 2A1,Canada,Alberta,Rocky Mountain House,null,null,2011-10-20T10:38:47.710Z
1180953,2787,T4H 1P2,Canada,Alberta,Olds,null,null,2011-10-20T10:38:47.710Z
1180955,160,T4T 2A1,Canada,Alberta,Rocky Mountain House,null,null,2011-10-20T10:38:47.710Z
1180957,161,T4T 2A1,Canada,Alberta,Rocky Mountain House,null,null,2011-10-20T10:38:47.710Z
1180959,162,T0C 2N0,Canada,Alberta,Tees,null,null,2011-10-20T10:38:47.710Z
1180961,163,T0B 0H0,Canada,Alberta,Bashaw,null,null,2011-10-20T10:38:47.710Z
1180965,165,T0C 2L0,Canada,Alberta,Stettler,null,null,2011-10-20T10:38:47.710Z
1180967,8380,T0M 2A0,Canada,Alberta,Three Hills,null,null,2011-10-20T10:38:47.710Z
1180969,166,T0C 1Z0,Canada,Alberta,Millet,null,null,2011-10-20T10:38:47.710Z
1180971,167,T4G 1T9,Canada,Alberta,Innisfail,null,null,2011-10-20T10:38:47.710Z
1180973,8743,T4N 5E3,Canada,Alberta,Red Deer,null,null,2011-10-20T10:38:47.710Z
1180975,169,T4N 5E2,Canada,Alberta,Red Deer,null,null,2011-10-20T10:38:47.710Z
1180977,170,T0M 1J0,Canada,Alberta,Linden,null,null,2011-10-20T10:38:47.710Z
1180981,172,T4H 1P2,Canada,Alberta,Olds,null,null,2011-10-20T10:38:47.710Z
1180983,173,T0B 1H0,Canada,Alberta,Donalda,null,null,2011-10-20T10:38:47.710Z
1180985,174,T0B 0H0,Canada,Alberta,Bashaw,null,null,2011-10-20T10:38:47.710Z
1180987,8627,T4J 1R3,Canada,Alberta,Ponoka,null,null,2011-10-20T10:38:47.710Z
1180989,8612,T0M 1Y0,Canada,Alberta,Swalwell,null,null,2011-10-20T10:38:47.710Z
1180991,175,T0M 1Y0,Canada,Alberta,Swalwell,null,null,2011-10-20T10:38:47.710Z
1180993,176,T0M 0Y0,Canada,Alberta,Swalwell,null,null,2011-10-20T10:38:47.710Z
1180995,177,T0B 1M0,Canada,Alberta,Ferintosh,null,null,2011-10-20T10:38:47.710Z
1180997,178,T0C 1Z0,Canada,Alberta,Millet,null,null,2011-10-20T10:38:47.710Z
1180999,2788,T0E 0T0,Canada,Alberta,Evansburg,null,null,2011-10-20T10:38:47.710Z
1181001,179,T0E 0T0,Canada,Alberta,Evansburg,null,null,2011-10-20T10:38:47.710Z
1181003,180,T0E 0T0,Canada,Alberta,Evansburg,null,null,2011-10-20T10:38:47.710Z
1181005,2913,null,Canada,Alberta,Langdon,null,null,2011-10-20T10:38:47.710Z
1181007,3016,T1P 1K2,Canada,Alberta,Strathmore,null,null,2011-10-20T10:38:47.710Z
1181009,3017,T1P 1K2,Canada,Alberta,Strathmore,null,null,2011-10-20T10:38:47.710Z
1181011,3018,T1P 1K2,Canada,Alberta,Strathmore,null,null,2011-10-20T10:38:47.710Z
1181013,9626,T1P 1K2,Canada,Alberta,Strathmore,null,null,2011-10-20T10:38:47.710Z
1181015,2909,T1P 1K2,Canada,Alberta,Strathmore,null,null,2011-10-20T10:38:47.710Z
1181017,2912,T1P 1K2,Canada,Alberta,Strathmore,null,null,2011-10-20T10:38:47.710Z
1181019,3019,T0J 0V0,Canada,Alberta,Dalemead,null,null,2011-10-20T10:38:47.710Z
1181021,9519,T0M 0S0,Canada,Alberta,Crossfield,null,null,2011-10-20T10:38:47.710Z
1181025,2581,T0M 0G0,Canada,Alberta,Beiseker,null,null,2011-10-20T10:38:47.710Z
1181027,2582,T0J 1X0,Canada,Alberta,Langdon,null,null,2011-10-20T10:38:47.710Z
1181029,2583,T1P 1C7,Canada,Alberta,Strathmore,null,null,2011-10-20T10:38:47.710Z
1181031,9377,null,null,null,null,null,null,2011-10-20T10:38:47.710Z
1181033,2584,T4B 2A4,Canada,Alberta,Airdrie,null,null,2011-10-20T10:38:47.710Z
1181035,2839,T5K 2J6,Canada,Alberta,Edmonton,null,null,2011-10-20T10:38:47.710Z
1181037,198,T5K 2J6,Canada,Alberta,Edmonton,null,null,2011-10-20T10:38:47.710Z
1181039,2838,T5K 2L6,Canada,Alberta,Edmonton,null,null,2011-10-20T10:38:47.710Z
1181041,199,T6B 2X3,Canada,Alberta,Edmonton,null,null,2011-10-20T10:38:47.710Z
1181043,200,T5K 2J6,Canada,Alberta,Edmonton,null,null,2011-10-20T10:38:47.710Z
1181051,204,T0M 0Y0,Canada,Alberta,Elnora,null,null,2011-10-20T10:38:47.710Z
1181053,205,T4L 2N2,Canada,Alberta,Lacombe,null,null,2011-10-20T10:38:47.710Z
1181055,206,T4L 2N2,Canada,Alberta,Lacombe,null,null,2011-10-20T10:38:47.710Z
1181057,207,T0B 0H0,Canada,Alberta,Bashaw,null,null,2011-10-20T10:38:47.710Z
1181059,208,T4J 1R7,Canada,Alberta,Ponoka,null,null,2011-10-20T10:38:47.710Z
1181061,209,T0B 0H0,Canada,Alberta,Bashaw,null,null,2011-10-20T10:38:47.710Z
1181063,210,T0B 1N0,Canada,Alberta,Forestburg,null,null,2011-10-20T10:38:47.710Z
1181065,211,T0C 1Z0,Canada,Alberta,Millet,null,null,2011-10-20T10:38:47.710Z
1181067,8750,T0M 1K0,Canada,Alberta,Lousana,null,null,2011-10-20T10:38:47.710Z
1181069,212,T4H 1P2,Canada,Alberta,Olds,null,null,2011-10-20T10:38:47.710Z
1181071,213,T2V 4P1,Canada,Alberta,Calgary,null,null,2011-10-20T10:38:47.710Z
1181073,214,T0M 1K0,Canada,Alberta,Lousana,null,null,2011-10-20T10:38:47.710Z
1181075,8383,T0M 1K0,Canada,Alberta,Trochu,null,null,2011-10-20T10:38:47.710Z
1181077,215,T4N 5E2,Canada,Alberta,Red Deer,null,null,2011-10-20T10:38:47.710Z
1181079,2790,T0B 3C0,Canada,Alberta,Mirror,null,null,2011-10-20T10:38:47.710Z
1181081,216,T0B 3C0,Canada,Alberta,Mirror,null,null,2011-10-20T10:38:47.710Z
1181083,217,T0C 2N0,Canada,Alberta,Tees,null,null,2011-10-20T10:38:47.710Z
1181085,218,T0B 0H0,Canada,Alberta,Bashaw,null,null,2011-10-20T10:38:47.710Z
1181089,220,T4L 2N2,Canada,Alberta,Lacombe,null,null,2011-10-20T10:38:47.710Z
1181091,221,T0B 0H0,Canada,Alberta,Bashaw,null,null,2011-10-20T10:38:47.710Z
1181093,8384,T5K 2J6,Canada,Alberta,Edmonton,null,null,2011-10-20T10:38:47.710Z
1181095,222,T5K 2J6,Canada,Alberta,Edmonton,null,null,2011-10-20T10:38:47.710Z
1181097,4844,T0M 1K0,Canada,Alberta,Lousana,null,null,2011-10-20T10:38:47.710Z
1181099,8749,T0M 0W0,Canada,Alberta,Didsbury,null,null,2011-10-20T10:38:47.710Z
1181103,4846,T0B 0H0,Canada,Alberta,Bashaw,null,null,2011-10-20T10:38:47.710Z
1181105,9513,T0M 2C0,Canada,Alberta,Trochu,null,null,2011-10-20T10:38:47.710Z
1181107,4848,T0M 0W0,Canada,Alberta,Didsbury,null,null,2011-10-20T10:38:47.710Z
1181109,9534,T0M 2A0,Canada,Alberta,Three Hills,null,null,2011-10-20T10:38:47.710Z
1181111,4849,T0M 1J0,Canada,Alberta,Linden,null,null,2011-10-20T10:38:47.710Z
1181113,4850,T0M 1J0,Canada,Alberta,Linden,null,null,2011-10-20T10:38:47.710Z
1181115,4851,T0M 1J0,Canada,Alberta,Linden,null,null,2011-10-20T10:38:47.710Z
1181117,4852,T0M 1J0,Canada,Alberta,Linden,null,null,2011-10-20T10:38:47.710Z
1181119,4854,T0M 2A0,Canada,Alberta,Three Hills,null,null,2011-10-20T10:38:47.710Z
1181121,9535,T0M 1R0,Canada,Alberta,Penhold,null,null,2011-10-20T10:38:47.710Z
1181123,4855,T0M 0Y0,Canada,Alberta,Elnora,null,null,2011-10-20T10:38:47.710Z
1181125,4856,T0M 2C0,Canada,Alberta,Trochu,null,null,2011-10-20T10:38:47.710Z
1181127,4857,T0C 2N0,Canada,Alberta,Tees,null,null,2011-10-20T10:38:47.710Z
1181129,4858,T0M 0Z0,Canada,Alberta,Huxley,null,null,2011-10-20T10:38:47.710Z
1181135,9536,T0M 0A0,Canada,Alberta,Acme,null,null,2011-10-20T10:38:47.710Z
1181139,4485,T0M 0A0,Canada,Alberta,Acme,null,null,2011-10-20T10:38:47.710Z
1181141,11147,T0B 1M0,Canada,Alberta,Ferintosh,null,null,2011-10-20T10:38:47.710Z
1181143,4486,T2P 1J2,Canada,Alberta,Calgary,null,null,2011-10-20T10:38:47.710Z
1181145,4487,T2P 1J2,Canada,Alberta,Calgary,null,null,2011-10-20T10:38:47.710Z
1181147,9155,T0M 0V0,Canada,Alberta,Delburne,null,null,2011-10-20T10:38:47.710Z
1181149,4488,T0C 1Z0,Canada,Alberta,Millet,null,null,2011-10-20T10:38:47.710Z
1181153,9509,T4H 1P4,Canada,Alberta,Olds,null,null,2011-10-20T10:38:47.710Z
1181155,4490,T0M 0A0,Canada,Alberta,Acme,null,null,2011-10-20T10:38:47.710Z
1181157,4491,T0M 2C0,Canada,Alberta,Trochu,null,null,2011-10-20T10:38:47.710Z
1181161,4493,T0M 0A0,Canada,Alberta,Acme,null,null,2011-10-20T10:38:47.710Z
1181163,8615,T4G 1T9,Canada,Alberta,Innisfail,null,null,2011-10-20T10:38:47.710Z
1181167,8733,T9A 1W9,Canada,Alberta,Wetaskiwin,null,null,2011-10-20T10:38:47.710Z
1181169,4495,T4J 1R1,Canada,Alberta,Ponoka,null,null,2011-10-20T10:38:47.710Z
1181171,4496,T0M 2C0,Canada,Alberta,Trochu,null,null,2011-10-20T10:38:47.710Z
1181173,4497,T1Y 3K7,Canada,Alberta,Calgary,null,null,2011-10-20T10:38:47.710Z
1181175,4498,T4R 1G3,Canada,Alberta,Red Deer,null,null,2011-10-20T10:38:47.710Z
1181177,4011,T0B 1M0,Canada,Alberta,Ferintosh,null,null,2011-10-20T10:38:47.710Z
1181179,4499,T0B 1M0,Canada,Alberta,Ferintosh,null,null,2011-10-20T10:38:47.710Z
1181181,4500,T0B 0H0,Canada,Alberta,Bashaw,null,null,2011-10-20T10:38:47.710Z
1181183,4501,T2E 6C6,Canada,Alberta,Calgary,null,null,2011-10-20T10:38:47.710Z
1181185,4502,T0M 1K0,Canada,Alberta,Lousana,null,null,2011-10-20T10:38:47.710Z
1181187,4503,V2A 1C1,Canada,British Columbia,Penticton,null,null,2011-10-20T10:38:47.710Z
1181189,4504,T0M 1J0,Canada,Alberta,Linden,null,null,2011-10-20T10:38:47.710Z
1181191,4505,T4J 1R5,Canada,Alberta,Ponoka,null,null,2011-10-20T10:38:47.710Z
1181193,4506,T0M 0L0,Canada,Alberta,Carbon,null,null,2011-10-20T10:38:47.710Z
1181195,2777,T4V 2M9,Canada,Alberta,Camrose,null,null,2011-10-20T10:38:47.710Z
1181197,4507,T0C 2N0,Canada,Alberta,Tees,null,null,2011-10-20T10:38:47.710Z
1181199,4508,T0M 2A0,Canada,Alberta,Three Hills,null,null,2011-10-20T10:38:47.710Z
1181201,4509,T0B 0H0,Canada,Alberta,Bashaw,null,null,2011-10-20T10:38:47.710Z
1181203,8752,T0B 0H0,Canada,Alberta,Bashaw,null,null,2011-10-20T10:38:47.710Z
1181205,4510,T0C 2N0,Canada,Alberta,Tees,null,null,2011-10-20T10:38:47.710Z
1181207,4511,T0C 2L1,Canada,Alberta,Stettler,null,null,2011-10-20T10:38:47.710Z
1181209,4512,T0J 0G0,Canada,Alberta,Big Valley,null,null,2011-10-20T10:38:47.710Z
1181211,4513,T0J 0G0,Canada,Alberta,Big Valley,null,null,2011-10-20T10:38:47.710Z
1181213,4514,T0C 2L0,Canada,Alberta,Stettler,null,null,2011-10-20T10:38:47.710Z
1181215,4515,T0C 1G0,Canada,Alberta,Erskine,null,null,2011-10-20T10:38:47.710Z
1181219,4517,T0M 0Y0,Canada,Alberta,Elnora,null,null,2011-10-20T10:38:47.710Z
1181221,4518,T4P 1L5,Canada,Alberta,Red Deer,null,null,2011-10-20T10:38:47.710Z
1181223,4519,T0M 2B0,Canada,Alberta,Torrington,null,null,2011-10-20T10:38:47.710Z
